Name,Age,Nationality
C. Sánchez,32,Colombia
M. Sissoko,28,France
W. Anton,21,Germany
E. Skhiri,23,Tunisia
Rúben Vezo,24,Portugal
Jorge Molina,36,Spain
M. Hasebe,34,Japan
A. Schürrle,27,Germany
O. Ighalo,29,Nigeria
L. Acosta,30,Argentina
V. Babacan,29,Turkey
R. Aguilar,25,France
Yeray,23,Spain
J. Defoe,35,England
L. Schøne,32,Denmark
C. Ünder,20,Turkey
M. Dabbur,26,Israel
Roberto,32,Spain
Djaniny,27,Cape Verde
Wallace,23,Brazil
Pedro Obiang,26,Equatorial Guinea
D. Heintz,24,Germany
N. Mukiele,20,France
T. Vermaelen,32,Belgium
I. Abate,31,Italy
Diego Llorente,24,Spain
C. Wood,26,New Zealand
Formosandrinho,26,Brazil
E. Pulgar,24,Chile
V. Vasin,29,Russia
V. Grifo,25,Italy
A. Turan,31,Turkey
J. dos Santos,28,Mexico
D. Schwaab,29,Germany
M. Schmelzer,30,Germany
L. Spinazzola,25,Italy
A. Dragović,27,Austria
D. Pröpper,26,Netherlands
R. Inglese,26,Italy
A. Marchesín,30,Argentina
R. De Paul,24,Argentina
C. Gentner,32,Germany
G. Murray,34,England
Rafael Carioca,29,Brazil
A. McCarthy,28,England
L. Chichizola,28,Argentina
D. Zakaria,21,Switzerland
G. Dzhikiya,24,Russia
N. Castillo,25,Chile
D. Origi,23,Belgium
O. Yokuşlu,24,Turkey
D. Cheryshev,27,Russia
D. Selke,23,Germany
Wendell,24,Brazil
M. Layún,30,Mexico
Y. Sabaly,25,Senegal
P. Cutrone,20,Italy
F. Marchetti,35,Italy
W. Cyprien,23,France
G. Paletta,32,Italy
F. Caicedo,29,Ecuador
Jordi Masip,29,Spain
B. Espinosa,28,Colombia
M. Benassi,23,Italy
P. Jagielka,35,England
J. Kucka,31,Slovakia
R. Brady,26,Republic of Ireland
A. Szymanowski,29,Argentina
W. Reid,29,New Zealand
Cédric,26,Portugal
R. Civelli,34,Argentina
R. Loftus-Cheek,22,England
S. De Maio,31,France
S. Brown,33,Scotland
A. Mitrović,23,Serbia
P. Skjelbred,31,Norway
D. Cvitanich,34,Argentina
K. Lasagna,25,Italy
R. Palacio,36,Argentina
M. Wolf,23,Germany
E. Gigliotti,31,Argentina
N. Jørgensen,27,Denmark
Laguardia,28,Spain
J. Lukaku,23,Belgium
J. Augustin,21,France
M. Diakhaby,21,France
Douglas,35,Brazil
N. Pejčinović,30,Serbia
D. van de Beek,21,Netherlands
Borja Iglesias,25,Spain
G. Shibasaki,26,Japan
W. Hughes,23,England
S. Boufal,24,Morocco
T. Kehrer,21,Germany
M. Lang,27,Switzerland
E. Gutiérrez,23,Mexico
D. Upamecano,19,France
Jefferson,29,Brazil
W. Benítez,25,Argentina
E. Bardhi,22,FYR Macedonia
K. Mbodji,28,Senegal
B. Sarr,26,France
F. Ferreyra,27,Argentina
Danilo,34,Brazil
A. Ayew,28,Ghana
K. Mitroglou,30,Greece
J. Villar,41,Paraguay
P. Herrmann,27,Germany
D. da Costa,24,Germany
V. Fischer,24,Denmark
Wesley,21,Brazil
D. Ginczek,27,Germany
F. Kostić,25,Serbia
R. Fraser,24,Scotland
Cote,28,Spain
H. Winks,22,England
K. Mbabu,23,Switzerland
M. Hinteregger,25,Austria
L. Acosta,24,Argentina
Sidcley,25,Brazil
M. Jørgensen,28,Denmark
M. Fabián,28,Mexico
Carlos Eduardo,28,Brazil
Rubén Castro,37,Spain
L. Augustinsson,24,Sweden
S. Aziz,27,Turkey
G. Ochoa,32,Mexico
P. Hetemaj,31,Finland
André André,28,Portugal
Vinícius Júnior,17,Brazil
B. Džemaili,32,Switzerland
Juanpe,27,Spain
K. Fortounis,25,Greece
M. Vorm,34,Netherlands
B. Oczipka,29,Germany
R. Bentancur,21,Uruguay
T. Hernández,20,France
M. Lowton,29,England
I. Diop,21,France
B. André,27,France
C. Piccini,25,Italy
Paulinho,25,Portugal
A. Diawara,20,Guinea
Yuri Berchiche,28,Spain
José Sá,25,Portugal
F. Kamano,22,Guinea
F. Cartabia,25,Argentina
E. Ünal,21,Turkey
I. Radovanović,29,Serbia
Renan Ribeiro,28,Brazil
Jony,26,Spain
D. Buonanotte,30,Argentina
Tomás Pina,30,Spain
N. Pallois,30,France
D. Latza,28,Germany
F. Belluschi,34,Argentina
O. Abdulrahman,26,United Arab Emirates
O. Trejo,30,Argentina
N. Barella,21,Italy
Angeliño,21,Spain
Vieirundinho,30,Brazil
F. Orellana,32,Chile
F. Grillitsch,22,Austria
C. Ortíz,29,Paraguay
Bruno Viana,23,Brazil
J. Maidana,32,Argentina
R. Funes Mori,27,Argentina
D. Kohr,24,Germany
F. Higuaín,33,Argentina
A. Barák,23,Czech Republic
F. Andone,25,Romania
Adrián,30,Spain
G. González,30,Costa Rica
Otávio,24,Brazil
D. Janmaat,28,Netherlands
R. Funes Mori,27,Argentina
P. Schick,22,Czech Republic
Aleix Vidal,28,Spain
A. Schöpf,24,Austria
W. Boly,27,France
Alberto Moreno,25,Spain
C. Villanueva,32,Chile
M. Weiser,24,Germany
G. Escalante,25,Argentina
M. Holgate,21,England
J. Hopf,31,Sweden
D. Zurutuza,31,France
Juanmi,25,Spain
K. Gibbs,28,England
F. Fernández,29,Argentina
L. Kalinić,28,Croatia
N. Radoja,25,Serbia
N. Blandi,28,Argentina
David Juncà,24,Spain
Wu Lei,26,China PR
Gabriel Boschilia,22,Brazil
Iuri Medeiros,23,Portugal
M. Phillips,27,Scotland
Iván Cuéllar,34,Spain
J. Lössl,29,Denmark
Mario Suárez,31,Spain
W. Bony,29,Ivory Coast
S. Doumbia,30,Ivory Coast
D. Reyes,25,Mexico
Bernat,25,Spain
V. Behrami,33,Switzerland
S. Langkamp,30,Germany
J. Sosa,33,Argentina
A. Touré,24,France
Jesé,25,Spain
D. Ings,25,England
M. Esser,30,Germany
F. Acheampong,24,Ghana
R. Knoche,26,Germany
O. Vlachodimos,24,Greece
J. Denayer,23,Belgium
S. Rode,27,Germany
Wendel,20,Brazil
A. Nagy,23,Hungary
Alfa Semedo,20,Guinea Bissau
A. Barnes,28,Austria
Alan Kardec,29,Brazil
Marcelo,28,Brazil
E. Boateng,22,Ghana
Dalbert,24,Brazil
A. Halilović,22,Croatia
I. Popov,30,Bulgaria
T. Cleverley,28,England
M. Livaja,24,Croatia
M. Uribe,27,Colombia
P. Bargfrede,29,Germany
J. Jankto,22,Czech Republic
Junior Firpo,21,Spain
D. D'Ambrosio,29,Italy
D. Boyko,30,Ukraine
M. Díaz,31,Chile
S. Vokes,28,Wales
Héldon,29,Cape Verde
Mario Hermoso,23,Spain
F. Bartels,31,Germany
K. Malcuit,26,France
R. Marin,22,Romania
Ayoze Pérez,24,Spain
Júnior Moraes,31,Brazil
V. Berisha,25,Kosovo
R. Freuler,26,Switzerland
Ganso,28,Brazil
Vicente Gómez,29,Spain
M. Pašalić,23,Croatia
Vitor Hugo,27,Brazil
B. Fornaroli,30,Uruguay
R. Snodgrass,30,Scotland
Francisco Geraldes,23,Portugal
I. Ordets,25,Ukraine
D. Santon,27,Italy
M. Niang,23,Senegal
O. Wendt,32,Sweden
C. Riveros,35,Paraguay
F. Benković,20,Croatia
M. Torres,33,Colombia
M. Noble,31,England
M. Rashica,22,Kosovo
C. Benteke,27,Belgium
Rômulo,31,Italy
D. Pabón,30,Colombia
Embarba,26,Spain
C. Kerbrat,31,France
L. Teodorczyk,27,Poland
Alexo Baia,30,Brazil
David Seijalbo,34,Brazil
N. Nández,22,Uruguay
L. Rupp,27,Germany
Jordi Amat,26,Spain
W. Caballero,36,Argentina
F. Di Francesco,24,Italy
O. El Kaddouri,27,Morocco
T. Rogić,25,Australia
G. Töre,26,Turkey
M. Destro,27,Italy
Josué,27,Portugal
A. Bizzarri,40,Argentina
Ki Sung Yueng,29,Korea Republic
H. Onyekuru,21,Nigeria
N. Pépé,23,Ivory Coast
Matheus Pereira,22,Brazil
Y. Salibur,27,France
E. Vargas,28,Chile
L. Magallán,24,Argentina
Danny,34,Portugal
C. Hérelle,25,France
E. Mangala,27,France
O. Selnæs,23,Norway
Víctor Vázquez,31,Spain
Diego Mariño,28,Spain
Carles Planas,27,Spain
G. Fernández,26,Argentina
Soldado,33,Spain
A. Ekdal,28,Sweden
Gedson Fernandes,19,Portugal
M. Darmian,28,Italy
N. Chalobah,23,England
R. Pizarro,24,Mexico
André Simões,28,Portugal
S. Tshabalala,33,South Africa
L. Rossettini,33,Italy
F. Viviani,26,Italy
M. de Roon,27,Netherlands
Rubén Duarte,22,Spain
Y. Ōsako,28,Japan
Gil,31,Brazil
A. Ruiz,24,Argentina
P. van Aanholt,27,Netherlands
S. Meïté,24,France
K. Dolberg,20,Denmark
Juli Freitinho,30,Brazil
L. Vietto,24,Argentina
A. Izzo,26,Italy
A. Paloschi,28,Italy
G. Gönül,33,Turkey
Llorente,33,Spain
J. Morel,34,Madagascar
G. Kakuta,27,DR Congo
João Pedro,26,Brazil
S. García,29,Argentina
Eltildo Correia,26,Brazil
Kenedy,22,Brazil
M. Moralez,31,Argentina
N. Vukčević,26,Montenegro
F. Borini,27,Italy
I. Sarr,20,Senegal
C. Clark,28,Republic of Ireland
Mata,29,Spain
M. Albrighton,28,England
A. Gray,27,England
F. Guarín,32,Colombia
Yoel,29,Spain
J. Cuadrado,33,Colombia
S. Widmer,25,Switzerland
B. Dzsudzsák,31,Hungary
P. Mantalos,26,Greece
S. Proto,35,Belgium
A. Mehmedi,27,Switzerland
Pablo,27,Brazil
I. Slimani,30,Algeria
C. Erkin,29,Turkey
D. Chygrynskyi,31,Ukraine
Beto,36,Portugal
A. Samaris,29,Greece
G. Lapadula,28,Italy
Dênildo Stein,30,Brazil
S. Padt,28,Netherlands
S. Taïder,26,Algeria
F. Klaus,25,Germany
H. Nordtveit,28,Norway
L. Zuffi,28,Switzerland
Emilio Piodão,26,Brazil
S. Zuber,26,Switzerland
J. Palomino,28,Argentina
Y. Mutō,25,Japan
J. Altidore,28,United States
M. Barbosa,33,Argentina
G. Laborde,24,France
P. Baysse,30,France
Eric Botteghin,30,Brazil
Iván Alejo,23,Spain
S. Blanco,30,Argentina
Thiago Mendes,26,Brazil
D. Brosinski,29,Germany
T. Monconduit,27,France
Andrés Fernández,31,Spain
Eraso,28,Spain
S. Hanni,27,Algeria
M. Konaté,25,Senegal
C. Théréau,35,France
A. Donatti,31,Argentina
T. Jedvaj,22,Croatia
Pedro Henrique,25,Brazil
J. Briand,32,France
F. Lustenberger,30,Switzerland
J. Ayew,26,Ghana
S. Sanogo,29,Ivory Coast
R. Thomas,30,France
Rafael Cachoira,30,Brazil
N. Sansone,26,Italy
E. Bičakčić,28,Bosnia Herzegovina
J. Veltman,26,Netherlands
A. Knockaert,26,France
Douglas Santos,24,Brazil
S. Bocchetti,31,Italy
M. Dembélé,21,France
E. Valencia,28,Ecuador
F. Mollet,26,France
D. Dumfries,22,Netherlands
Koo Ja Cheol,29,Korea Republic
A. Petagna,23,Italy
De Tomás,23,Spain
E. Balanta,25,Colombia
T. Koubek,25,Czech Republic
J. Allen,28,Wales
Alan Carvalho,28,Brazil
S. Ristovski,26,FYR Macedonia
Maicón,28,Brazil
D. Quintero,30,Colombia
P. Højbjerg,22,Denmark
I. Santini,29,Croatia
Vieirinha,32,Portugal
M. Boselli,33,Argentina
L. Antonelli,31,Italy
B. Embolo,21,Switzerland
V. Eysseric,26,France
C. Salcedo,24,Mexico
A. Ranocchia,30,Italy
L. Unnerstall,27,Germany
T. Baumgartl,22,Germany
F. Bustos,22,Argentina
P. Jansson,27,Sweden
W. Vainqueur,29,France
S. Kverkvelia,26,Georgia
Rubén Blanco,22,Spain
P. Aguilar,31,Paraguay
A. Ndiaye Diedhiou,21,Senegal
Rafinha,32,Brazil
D. Limberský,34,Czech Republic
G. Cabral,32,Argentina
J. De Guzmán,30,Netherlands
S. Terodde,30,Germany
J. Fernandes,29,Chile
Kiko Femenía,27,Spain
Recio,27,Spain
A. Samedov,33,Russia
A. Smith,27,England
Maurício,29,Brazil
D. Stephens,29,England
Miguel Lopes,31,Portugal
I. Belfodil,26,Algeria
J. Campbell,26,Costa Rica
Marc Roca,21,Spain
M. Veljković,22,Serbia
J. Willems,24,Netherlands
A. Lennon,31,England
F. Forster,30,England
Júnior Caiçara,29,Brazil
C. Biraghi,25,Italy
Aritz Elustondo,24,Spain
Fred Aníbão,26,Brazil
O. Romero,25,Paraguay
Nelsildo Reis,30,Brazil
V. Koziello,22,France
A. Cresswell,28,England
Alex Berenguer,22,Spain
C. Davies,33,England
C. Kouyaté,28,Senegal
Y. Kobayashi,30,Japan
Camarasa,24,Spain
J. Martin,28,France
J. Grealish,22,England
D. Pelkas,24,Greece
J. Montero,28,Ecuador
J. Forrest,26,Scotland
Varela,30,Cape Verde
M. Antenucci,33,Italy
R. Durmisi,24,Denmark
P. Schwegler,31,Switzerland
A. Hunt,31,Germany
Aday Benítez,30,Spain
K. Tierney,21,Scotland
Jaume,27,Spain
S. Gigot,24,France
I. Brizuela,27,Mexico
A. Souquet,26,France
A. Delort,26,France
P. Zabaleta,33,Argentina
Andeson Trigo,30,Brazil
J. Gnagnon,21,France
Mosquera,30,Spain
I. Bebou,24,Togo
R. Morrison,25,England
L. Christodoulopoulos,31,Greece
J. McArthur,30,Scotland
R. Olsen,28,Sweden
W. Hoedt,24,Netherlands
R. Holding,22,England
F. Montero,30,Colombia
N. Sliti,25,Tunisia
J. Vázquez,30,Mexico
Rodrigo Ely,24,Brazil
M. Benítez,24,Argentina
Y. Yazıcı,21,Turkey
Y. Sankharé,28,Senegal
A. N'Diaye,28,Senegal
S. Bell,26,Germany
K. Linetty,23,Poland
F. Uduokhai,20,Germany
M. Samatta,25,Tanzania
Barragán,31,Spain
R. Hamouma,31,France
L. Skorupski,27,Poland
Toño García,28,Spain
A. Szalai,30,Hungary
Raúl Navas,30,Spain
B. Koné,30,Burkina Faso
J. Brekalo,20,Croatia
Diego Tardelli,33,Brazil
A. Hegazi,27,Egypt
M. Sels,26,Belgium
D. Gray,22,England
M. Pjaca,23,Croatia
M. Arambarri,22,Uruguay
A. Ćorić,21,Croatia
T. Gebre Selassie,31,Czech Republic
C. Nkunku,20,France
M. Topal,32,Turkey
Léo Matos,32,Brazil
F. Kainz,25,Austria
B. Henrichs,21,Germany
Victildinho,34,Brazil
D. Praet,24,Belgium
A. Umar,23,Nigeria
J. Orozco,32,Mexico
N. El Zhar,31,Morocco
O. Colley,25,Gambia
J. Aholou,24,Ivory Coast
G. Clichy,32,France
Rubén Sobrino,26,Spain
J. Iturbe,25,Paraguay
H. Soudani,30,Algeria
M. Bradley,30,United States
Z. Labyad,25,Morocco
D. Mbokani,32,DR Congo
T. Mangani,31,France
A. Lunin,19,Ukraine
E. Insúa,29,Argentina
N. Domingo,33,Argentina
D. Yedlin,24,United States
D. González,30,Argentina
T. Kraft,29,Germany
M. Simon,22,Nigeria
Davi Parrela,30,Brazil
N. Domínguez,28,Argentina
C. Dawson,28,England
A. Rusnák,23,Slovakia
Paulo Oliveira,27,Portugal
A. Gomis,24,Senegal
H. Tekin,29,Turkey
Tozé,25,Portugal
R. Ruidíaz,27,Peru
J. Hogg,29,England
L. Holtby,27,Germany
A. Djiku,23,France
O. Alonso,32,Cuba
S. Berge,20,Norway
C. Zambrano,28,Peru
M. Antonio,28,England
J. Clasie,27,Netherlands
Diego Rico,25,Spain
Mossoró,34,Brazil
G. Donsah,22,Ghana
Felipe,33,Brazil
S. Fofana,23,Ivory Coast
Pablo Santos,26,Brazil
J. Svensson,25,Norway
E. Roco,25,Chile
F. Midtsjø,24,Norway
Francis,22,Spain
Ivi,24,Spain
Unai Núñez,21,Spain
L. Lerager,24,Denmark
P. De Blasis,30,Argentina
M. Zajc,24,Slovenia
J. Stanislas,28,England
Lucas Evangelista,23,Brazil
M. Stoch,28,Slovakia
S. van Beek,23,Netherlands
Fabrio Farinha,26,Brazil
M. Kozáčik,34,Slovakia
Fran Sol,26,Spain
R. Otero,25,Venezuela
G. Maripán,24,Chile
M. Braithwaite,27,Denmark
E. Dilaver,27,Austria
R. Álvarez,30,Argentina
A. Masuaku,24,DR Congo
Rolando,32,Portugal
Fran Rico,30,Spain
D. Tarasov,31,Russia
Alcalá,29,Spain
Alan Patrick,27,Brazil
L. Refaelov,32,Israel
Y. Gazinskiy,28,Russia
Palhinha,22,Portugal
Balenziaga,30,Spain
R. Petrović,29,Serbia
K. Ansarifard,28,Iran
M. Ninković,33,Serbia
A. Talavera,35,Mexico
A. Barrada,29,Morocco
J. Korb,26,Germany
F. Gutiérrez,27,Chile
T. Bongonda,22,Belgium
Simão Donatinho,34,Brazil
Luís Hernández,29,Spain
L. Balogun,30,Nigeria
M. Rog,22,Croatia
B. Dočkal,29,Czech Republic
J. Durmaz,29,Sweden
T. Kádár,28,Hungary
E. Andrada,27,Argentina
Z. Steffen,23,United States
M. Lestienne,26,Belgium
M. Alustiza,34,Argentina
Borja Mayoral,21,Spain
D. Bonera,37,Italy
Saúl Berjón,32,Spain
C. Beauvue,30,France
Danilo,22,Brazil
J. Hernández,29,Mexico
J. Hendrick,26,Republic of Ireland
M. Lopez,20,France
F. Hanin,28,France
D. Machís,25,Venezuela
A. Potuk,27,Turkey
Idris,33,Senegal
N. Cardozo,31,Argentina
Javi López,32,Spain
G. Pandev,34,FYR Macedonia
Júlio Tavares,29,Cape Verde
D. Liénard,30,France
Y. Pelé,35,France
L. Sepe,27,Italy
J. Bruma,26,Netherlands
O. Duarte,29,Costa Rica
A. Franco,21,Argentina
Dani Olmo,20,Spain
F. Di Santo,29,Argentina
Jozabed,27,Spain
G. Carrillo,27,Argentina
M. Zeegelaar,27,Netherlands
G. Ferrari,26,Italy
O. Şahiner,26,Turkey
I. Traoré,31,Ivory Coast
T. Arslan,27,Germany
N. Araújo,26,Mexico
S. Armstrong,26,Scotland
K. Billiat,27,Zimbabwe
Ivan Cavaleiro,24,Portugal
E. Cabaco,23,Uruguay
Silas Almeim,26,Brazil
C. Kameni,34,Cameroon
Hélder Costa,24,Portugal
E. Durm,26,Germany
Emerson,23,Italy
G. Haraguchi,27,Japan
C. Fuchs,32,Austria
E. Kalinski,31,Argentina
Rafael,36,Brazil
F. Frei,29,Switzerland
M. Risse,28,Germany
V. Cáceres,33,Paraguay
Renan Bressan,29,Belarus
Lucas Lima,26,Brazil
M. Silvestre,33,Italy
Portillo,28,Spain
F. Rønnow,25,Denmark
N. Spolli,35,Argentina
S. Rajković,29,Serbia
R. Berić,27,Slovenia
V. Hernández,29,Colombia
Claudemir,30,Brazil
T. Jantschke,28,Germany
L. Schaub,23,Austria
P. Tschauner,32,Germany
Gabrisco Aníbal,26,Brazil
B. Feilhaber,33,United States
A. Grassi,23,Italy
N. Vikonis,34,Uruguay
P. Ntep,25,Cameroon
L. Vangioni,31,Argentina
S. Okazaki,32,Japan
Diego Castro,35,Spain
C. Jallet,34,France
O. Pineda,22,Mexico
A. Mounier,30,France
Sandro,29,Brazil
N. Redmond,24,England
Gálvez,29,Spain
A. Song,30,Cameroon
E. Badu,27,Ghana
M. Agu,25,Nigeria
Jason,23,Spain
S. Cristóforo,24,Uruguay
L. Butelle,35,France
Allan Bardinho,26,Brazil
P. Dummett,26,Wales
H. Villalba,23,Paraguay
K. Amian,20,France
José Mirazar,34,Brazil
A. Hernández,27,Uruguay
Ailton Guevara,26,Brazil
O. Akhmedov,30,Uzbekistan
Naldo,29,Brazil
Y. Ayoub,24,Morocco
A. Ring,27,Finland
B. Ndiaye,27,Senegal
Kaku,23,Paraguay
Adilson Edrada,26,Brazil
A. Ibargüen,26,Colombia
Iraizoz,37,Spain
N. Nikolić,30,Hungary
J. Kurtić,29,Slovenia
K. Wimmer,25,Austria
A. Mejía,29,Colombia
A. Barreca,23,Italy
Gil Dias,21,Portugal
J. Locadia,24,Netherlands
S. Kryvtsov,27,Ukraine
O. Peralta,34,Mexico
C. Budescu,29,Romania
A. Raggi,34,Italy
R. Donk,32,Netherlands
Edgar Méndez,27,Spain
L. De Silvestri,30,Italy
M. Saracchi,20,Uruguay
D. Congré,33,France
M. Fritzler,31,Argentina
T. Kolodziejczak,26,France
Caio Nunson,30,Brazil
Felipe Vizeu,21,Brazil
J. Damm,25,Mexico
Guilherme,27,Brazil
G. Nkoudou,23,France
Joel Robles,28,Spain
B. Zungu,25,South Africa
Otávio Cairinho,26,Brazil
P. Gouano,24,France
C. Domínguez,23,Paraguay
R. Falk,26,Denmark
André Ramalho,26,Brazil
G. Schennikov,27,Russia
M. Morozyuk,30,Ukraine
J. van der Heijden,30,Netherlands
A. Musa,25,Nigeria
A. Diaby,27,Mali
G. İnler,34,Switzerland
L. Cigarini,32,Italy
Júnior Urso,29,Brazil
B. Butko,27,Ukraine
R. Thomas,23,New Zealand
M. Jensen,22,Denmark
Burgui,24,Spain
A. Meret,21,Italy
M. Gonalons,29,France
D. Valdés,24,Chile
Marafona,31,Portugal
R. Karsdorp,23,Netherlands
I. Opara,29,United States
K. Laimer,21,Austria
O. Kamara,28,Norway
S. Gentiletti,33,Argentina
Serey Dié,33,Ivory Coast
A. Westwood,28,England
C. Ciano,28,Italy
A. Conti,24,Italy
Bojan,27,Spain
C. Vargas,29,Colombia
Éder,30,Portugal
Y. Benzia,23,Algeria
W. Hennessey,31,Wales
E. Thommy,23,Germany
Bustinza,26,Spain
Bernardo,23,Brazil
P. Cissé,33,Senegal
Oier,28,Spain
D. Gayle,27,England
Joelinton,21,Brazil
A. Pérez,37,Colombia
B. Jones,36,Australia
J. Drmić,25,Switzerland
M. Mount,19,England
A. McGregor,36,Scotland
O. Elabdellaoui,26,Norway
R. Steffen,26,Switzerland
K. Kanga,27,Gabon
J. Ananidze,25,Georgia
S. Ilsanker,29,Austria
A. Blake,27,Jamaica
Nicholas Aldair,26,Brazil
R. Sessegnon,18,England
Jorginhson,26,Brazil
Carlitos,28,Spain
L. Nguyen,31,United States
A. Paschalakis,28,Greece
Fabrício,28,Brazil
M. Coco,22,France
K. Babacar,25,Senegal
Postigo,29,Spain
Renato Sanches,20,Portugal
M. Caruzzo,33,Argentina
G. Konan,22,Ivory Coast
S. Mounié,23,Benin
P. Capelle,31,France
T. Davies,20,England
N. Dirar,32,Morocco
J. Toornstra,29,Netherlands
Paulinho,23,Brazil
S. Larsson,25,Sweden
P. Tau,24,South Africa
J. Kluivert,19,Netherlands
H. Ayala,31,Mexico
Miguel Silva,23,Portugal
D. Rolán,25,Uruguay
L. Klostermann,22,Germany
G. Rodríguez,23,Argentina
M. Locatelli,20,Italy
F. Caputo,30,Italy
A. Roa,25,Colombia
Keko,26,Spain
A. El Khayati,29,Netherlands
F. Schär,26,Switzerland
A. Haidara,20,Mali
Chema Rodríguez,26,Spain
G. dos Santos,29,Mexico
T. Bifouma,26,Congo
Dani Rochelinhas,26,Brazil
M. Ostrzolek,28,Germany
Sandro,22,Spain
L. Deaux,29,France
J. Vuković,30,Serbia
J. Hansen,33,Denmark
Gonçalo Paciência,23,Portugal
Córdoba,21,Spain
P. Pekarík,31,Slovakia
Ximo Navarro,28,Spain
Pablo Hernández,33,Spain
G. Kashia,30,Georgia
Cássio,37,Brazil
S. Bamba,33,Ivory Coast
S. Kums,30,Belgium
Fábio Martins,24,Portugal
M. Suárez,30,Argentina
S. Mitrović,28,Serbia
D. Aogo,31,Germany
B. Engels,23,Belgium
F. Tait,25,France
D. Zagadou,19,France
M. Diamé,31,Senegal
A. Younes,24,Germany
B. Verstraete,24,Belgium
K. Akpoguma,23,Germany
B. Santamaria,23,France
E. Moretti,37,Italy
H. Behrens,28,Germany
M. Maignan,22,France
Y. Karamoh,19,France
V. Ignatiev,31,Russia
A. Thomasson,24,France
D. Amartey,23,Ghana
R. Özcan,34,Austria
A. Donnarumma,27,Italy
Timor,28,Spain
C. McGregor,25,Scotland
R. Martínez,24,Colombia
V. Buyalskyi,25,Ukraine
H. Arter,28,Republic of Ireland
A. Mawson,24,England
F. Guilbert,23,France
M. Lemos,22,Uruguay
S. Sturaro,25,Italy
A. Duncan,25,Ghana
Marlon,22,Brazil
M. Isla,30,Chile
Thiago Maia,21,Brazil
Y. Aït Bennasser,21,Morocco
O. Toivonen,31,Sweden
J. Urretaviscaya,28,Uruguay
Yuri Ribeiro,21,Portugal
N. Tomović,30,Serbia
F. Roncaglia,31,Argentina
R. Botta,28,Argentina
R. Mandragora,21,Italy
A. Adomah,30,Ghana
D. Samassékou,22,Mali
M. Yoshida,29,Japan
N. Viergever,28,Netherlands
R. Amalfitano,28,France
D. Cataldi,23,Italy
Martín,22,Spain
Tiago Pinto,30,Portugal
Fernandinho,25,Brazil
C. Cueva,26,Peru
M. Gaćinović,23,Serbia
G. Shoji,25,Japan
L. Rigoni,33,Italy
M. Krmenčík,25,Czech Republic
M. Mevlja,28,Slovenia
C. Daniels,31,England
K. Stafylidis,24,Greece
Sabin Merino,26,Spain
A. Flint,28,England
Brais Méndez,21,Spain
Merino,22,Spain
S. Missiroli,32,Italy
Serantes,28,Spain
V. Guzmán,23,Mexico
D. Biseswar,30,Netherlands
E. Mas,29,Argentina
Nuno Pinto,31,Portugal
Carlos Mané,24,Portugal
Borja Valle,25,Spain
Zeca,29,Greece
C. Toselli,30,Chile
M. Bizot,27,Netherlands
K. Ayhan,23,Turkey
Ricardo Ferreira,25,Portugal
N. Roux,30,France
Hernâni,26,Portugal
M. Çağıran,25,Turkey
W. Morgan,34,Jamaica
J. Alonso,25,Paraguay
M. Wakaso,27,Ghana
K. Traoré,26,Ivory Coast
Y. Mvogo,24,Switzerland
Kaíquão Castro,34,Brazil
K. Fofana,26,Ivory Coast
P. Hurtado,27,Peru
D. Bocanegra,31,Colombia
Melero,24,Spain
Borja Bastón,25,Spain
O. Murillo,30,Colombia
O. Onazi,25,Nigeria
C. Günter,25,Germany
I. Amadou,25,France
Unai López,22,Spain
K. Iheanacho,21,Nigeria
C. Söyüncü,22,Turkey
B. Pearson,23,England
F. Niederlechner,27,Germany
S. Denswil,25,Netherlands
G. Rodríguez,34,Argentina
P. Guiñazú,39,Argentina
H. Hateboer,24,Netherlands
I. Fernández,28,Argentina
L. Blas,20,France
M. Sarr,19,France
Mikel Rico,33,Spain
F. Neuhaus,21,Germany
S. İnan,33,Turkey
C. Maggio,36,Italy
Mexer,29,Mozambique
F. Magnanelli,33,Italy
J. Figal,24,Argentina
V. Claesson,26,Sweden
F. Helander,25,Sweden
J. Gondorf,30,Germany
R. Ghezzal,26,Algeria
Adama,22,Spain
O. Duda,23,Slovakia
R. Bensebaini,23,Algeria
L. Depoitre,29,Belgium
N. Vlašić,20,Croatia
Rochina,27,Spain
M. Doherty,26,Republic of Ireland
C. Musonda,21,Belgium
João Teixeira,25,Portugal
S. Ward,32,Republic of Ireland
Y. Cardinale,24,France
S. Francis,33,England
Lafortiscinho,26,Brazil
M. Valdifiori,32,Italy
Rubén Pérez,29,Spain
D. Boyata,27,Belgium
N. Mendy,26,France
A. Martín Arias,25,Argentina
Pedraza,22,Spain
Ricardo,35,Portugal
Tarantini,34,Portugal
K. Stöger,24,Austria
C. Mbemba,23,DR Congo
A. Limbombe,23,Belgium
K. McDonald,29,Scotland
O. Niasse,28,Senegal
G. Herrera,26,Argentina
R. Borré,22,Colombia
E. Zukanović,31,Bosnia Herzegovina
A. Elis,22,Honduras
M. Fernández,32,Chile
D. Rodríguez,28,Uruguay
T. Klose,30,Switzerland
A. Cornelius,25,Denmark
Kwon Chang Hoon,24,Korea Republic
C. Larin,23,Canada
Tchê Tchê,25,Brazil
M. Leckie,27,Australia
L. Quiñones,27,Colombia
Fontàs,28,Spain
K. Vermeer,32,Netherlands
A. Surman,31,England
M. Höger,28,Germany
S. Dann,31,England
Jovane Cabral,20,Cape Verde
